KATEGORI	BARCODE	ARTIKEL	NAMA	SIZE	NAM;ART;SIZE	HARGA JUAL	HARGA MODAL	QTY	HARGA NET
FOOTWERE	4055339 704972	B 33545	BREVARD M	9-	BREVARD M;B 33545;9-	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055339 704996	B 33545	BREVARD M	10	BREVARD M;B 33545;10	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055338 797074	B 33650	MODORU W	4	MODORU W;B 33650;4	 Rp 749,000 	  438,165.00 	1	  438,165.00 
FOOTWERE	4055338 797029	B 33650	MODORU W	4-	MODORU W;B 33650;4-	 Rp 749,000 	  438,165.00 	1	  438,165.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055338 793045	B 33653	MODORU W	4	MODORU W;B 33653;4	 Rp 749,000 	  438,165.00 	2	  876,330.00 
FOOTWERE	4055338 792956	B 33653	MODORU W	4-	MODORU W;B 33653;4-	 Rp 749,000 	  438,165.00 	1	  438,165.00 
FOOTWERE	4055338 796831	B 33653	MODORU W	6-	MODORU W;B 33653;6-	 Rp 749,000 	  438,165.00 	1	  438,165.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055338 779247	B 33493	VOLOOMIX VARIO M	6	VOLOOMIX VARIO M;B 33493;6	 Rp 279,000 	  163,215.00 	2	  326,430.00 
FOOTWERE	4055338 779193	B 33493	VOLOOMIX VARIO M	7	VOLOOMIX VARIO M;B 33493;7	 Rp 279,000 	  163,215.00 	5	  816,075.00 
FOOTWERE	4055338 779261	B 33493	VOLOOMIX VARIO M	8	VOLOOMIX VARIO M;B 33493;8	 Rp 279,000 	  163,215.00 	2	  326,430.00 
FOOTWERE	4055338 781998	B 33493	VOLOOMIX VARIO M	9	VOLOOMIX VARIO M;B 33493;9	 Rp 279,000 	  163,215.00 	4	  652,860.00 
FOOTWERE	4055338 782018	B 33493	VOLOOMIX VARIO M	10	VOLOOMIX VARIO M;B 33493;10	 Rp 279,000 	  163,215.00 	1	  163,215.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055016 455395	B 343287	FF SUPER SALA	6	FF SUPER SALA;B 343287;6	 Rp 549,000 	  321,165.00 	0	  -   
FOOTWERE	4055016 459546	B 343287	FF SUPER SALA	6-	FF SUPER SALA;B 343287;6-	 Rp 549,000 	  321,165.00 	1	  321,165.00 
FOOTWERE	4055016 459522	B 343287	FF SUPER SALA	7	FF SUPER SALA;B 343287;7	 Rp 549,000 	  321,165.00 	1	  321,165.00 
FOOTWERE	4055016 455425	B 343287	FF SUPER SALA	8	FF SUPER SALA;B 343287;8	 Rp 549,000 	  321,165.00 	1	  321,165.00 
FOOTWERE	4055016 455388	B 343287	FF SUPER SALA	8-	FF SUPER SALA;B 343287;8-	 Rp 549,000 	  321,165.00 	1	  321,165.00 
FOOTWERE	4055016 459560	B 343287	FF SUPER SALA	9	FF SUPER SALA;B 343287;9	 Rp 549,000 	  321,165.00 	2	  642,330.00 
FOOTWERE	4055016 455456	B 343287	FF SUPER SALA	10	FF SUPER SALA;B 343287;10	 Rp 549,000 	  321,165.00 	1	  321,165.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055338 762232	B 34597	SONIC ATTACK	6	SONIC ATTACK;B 34597;6	 Rp 699,000 	  408,915.00 	2	  817,830.00 
FOOTWERE	4055338 781189	B 34597	SONIC ATTACK	6-	SONIC ATTACK;B 34597;6-	 Rp 699,000 	  408,915.00 	1	  408,915.00 
FOOTWERE	4055338 781202	B 34597	SONIC ATTACK	7	SONIC ATTACK;B 34597;7	 Rp 699,000 	  408,915.00 	1	  408,915.00 
FOOTWERE	4055338 762195	B 34597	SONIC ATTACK	7-	SONIC ATTACK;B 34597;7-	 Rp 699,000 	  408,915.00 	2	  817,830.00 
FOOTWERE	4055338 762249	B 34597	SONIC ATTACK	8-	SONIC ATTACK;B 34597;8-	 Rp 699,000 	  408,915.00 	1	  408,915.00 
FOOTWERE	4055338 762263	B 34597	SONIC ATTACK	9	SONIC ATTACK;B 34597;9	 Rp 699,000 	  408,915.00 	1	  408,915.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055013 532761	B 34813	FALCON ELITE 4 M	8-	FALCON ELITE 4 M;B 34813;8-	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055013 532846	B 34813	FALCON ELITE 4 M	10	FALCON ELITE 4 M;B 34813;10	 Rp 999,000 	  584,415.00 	2	  1,168,830.00 
FOOTWERE	4055013 532785	B 34813	FALCON ELITE 4 M	11	FALCON ELITE 4 M;B 34813;11	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055016 775707	B 34814	GSG 9TR M	7	GSG 9TR M;B 34814;7	 Rp 849,000 	  496,665.00 	1	  496,665.00 
FOOTWERE	4055016 775820	B 34814	GSG 9TR M	8	GSG 9TR M;B 34814;8	 Rp 849,000 	  496,665.00 	4	  1,986,660.00 
FOOTWERE	4055016 775783	B 34814	GSG 9TR M	8-	GSG 9TR M;B 34814;8-	 Rp 849,000 	  496,665.00 	2	  993,330.00 
FOOTWERE	4055016 775745	B 34814	GSG 99TR M	9	GSG 99TR M;B 34814;9	 Rp 849,000 	  496,665.00 	4	  1,986,660.00 
FOOTWERE	4055016 775691	B 34814	GSG 99TR M	9-	GSG 99TR M;B 34814;9-	 Rp 849,000 	  496,665.00 	1	  496,665.00 
FOOTWERE	4055016 775721	B 34814	GSG 99TR M	10	GSG 99TR M;B 34814;10	 Rp 849,000 	  496,665.00 	2	  993,330.00 
FOOTWERE	4055016 775776	B 34814	GSG 99TR M	11	GSG 99TR M;B 34814;11	 Rp 849,000 	  496,665.00 	1	  496,665.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4054714 524983	B 34860	F10 FG	6	F10 FG;B 34860;6	 Rp 849,000 	  496,665.00 	2	  993,330.00 
FOOTWERE	4054714 524938	B 34860	F10 FG	6-	F10 FG;B 34860;6-	 Rp 849,000 	  496,665.00 	1	  496,665.00 
FOOTWERE	4054714 524860	B 34860	F10 FG	8	F10 FG;B 34860;8	 Rp 849,000 	  496,665.00 	2	  993,330.00 
FOOTWERE	4054714 525003	B 34860	F10 FG	9	F10 FG;B 34860;9	 Rp 849,000 	  496,665.00 	1	  496,665.00 
FOOTWERE	4054714 524877	B 34860	F10 FG	10	F10 FG;B 34860;10	 Rp 849,000 	  496,665.00 	0	  -   
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055013 475259	B 34990	FF VEDORO	6	FF VEDORO;B 34990;6	 Rp 699,000 	  408,915.00 	1	  408,915.00 
FOOTWERE	4055013 475235	B 34990	FF VEDORO	6-	FF VEDORO;B 34990;6-	 Rp 699,000 	  408,915.00 	1	  408,915.00 
FOOTWERE	4055013 471169	B 34990	FF VEDORO	8-	FF VEDORO;B 34990;8-	 Rp 699,000 	  408,915.00 	2	  817,830.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4054714 572403	B 34860	PABSOLADO INSTINT IN	6	PABSOLADO INSTINT IN;B 34860;6	 Rp 849,000 	  496,665.00 	2	  993,330.00 
FOOTWERE	4054714 572373	B 34860	PABSOLADO INSTINT IN	6-	PABSOLADO INSTINT IN;B 34860;6-	 Rp 849,000 	  496,665.00 	2	  993,330.00 
FOOTWERE	4054714 572496	B 34860	PABSOLADO INSTINT IN	7	PABSOLADO INSTINT IN;B 34860;7	 Rp 849,000 	  496,665.00 	1	  496,665.00 
FOOTWERE	4054714 572410	B 34860	PABSOLADO INSTINT IN	9	PABSOLADO INSTINT IN;B 34860;9	 Rp 849,000 	  496,665.00 	1	  496,665.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055011 831129	B 35239	ADILETTE TREFOIL	8	ADILETTE TREFOIL;B 35239;8	 Rp 499,000 	  291,915.00 	1	  291,915.00 
FOOTWERE	4055011 831075	B 35239	ADILETTE TREFOIL	9	ADILETTE TREFOIL;B 35239;9	 Rp 499,000 	  291,915.00 	2	  583,830.00 
FOOTWERE	4055011 832225	B 35239	ADILETTE TREFOIL	10	ADILETTE TREFOIL;B 35239;10	 Rp 499,000 	  291,915.00 	1	  291,915.00 
FOOTWERE	4055011 832249	B 35239	ADILETTE TREFOIL	11	ADILETTE TREFOIL;B 35239;11	 Rp 499,000 	  291,915.00 	1	  291,915.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055338 157577	B 35241	ADILETTE TREFOIL	8	ADILETTE TREFOIL;B 35241;8	 Rp 499,000 	  291,915.00 	1	  291,915.00 
FOOTWERE	4055338 157614	B 35241	ADILETTE TREFOIL	9	ADILETTE TREFOIL;B 35241;9	 Rp 499,000 	  291,915.00 	2	  583,830.00 
FOOTWERE	4055338 157539	B 35241	ADILETTE TREFOIL	10	ADILETTE TREFOIL;B 35241;10	 Rp 499,000 	  291,915.00 	1	  291,915.00 
FOOTWERE	4055338 157560	B 35241	ADILETTE TREFOIL	11	ADILETTE TREFOIL;B 35241;11	 Rp 499,000 	  291,915.00 	1	  291,915.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4054714 582044	B 35480	PABSOLADO INSTINT IN	6	PABSOLADO INSTINT IN;B 35480;6	 Rp 849,000 	  496,665.00 	2	  993,330.00 
FOOTWERE	4054714 578788	B 35480	PABSOLADO INSTINT IN	6-	PABSOLADO INSTINT IN;B 35480;6-	 Rp 849,000 	  496,665.00 	1	  496,665.00 
FOOTWERE	4054714 578702	B 35480	PABSOLADO INSTINT IN	7	PABSOLADO INSTINT IN;B 35480;7	 Rp 849,000 	  496,665.00 	3	  1,489,995.00 
FOOTWERE	4054714 578733	B 35480	PABSOLADO INSTINT IN	7-	PABSOLADO INSTINT IN;B 35480;7-	 Rp 849,000 	  496,665.00 	1	  496,665.00 
FOOTWERE	4054714 578740	B 35480	PABSOLADO INSTINT IN	8	PABSOLADO INSTINT IN;B 35480;8	 Rp 849,000 	  496,665.00 	1	  496,665.00 
FOOTWERE	4054714 578757	B 35480	PABSOLADO INSTINT IN	8-	PABSOLADO INSTINT IN;B 35480;8-	 Rp 849,000 	  496,665.00 	1	  496,665.00 
FOOTWERE	4054714 582068	B 35480	PABSOLADO INSTINT IN	9	PABSOLADO INSTINT IN;B 35480;9	 Rp 849,000 	  496,665.00 	3	  1,489,995.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055016 749357	B 35481	PABSOLADO INSTINT IN	6	PABSOLADO INSTINT IN;B 35481;6	 Rp 849,000 	  496,665.00 	2	  993,330.00 
FOOTWERE	4055016 749326	B 35481	PABSOLADO INSTINT IN	6-	PABSOLADO INSTINT IN;B 35481;6-	 Rp 849,000 	  496,665.00 	2	  993,330.00 
FOOTWERE	4055016 749302	B 35481	PABSOLADO INSTINT IN	7	PABSOLADO INSTINT IN;B 35481;7	 Rp 849,000 	  496,665.00 	2	  993,330.00 
FOOTWERE	4055016 749241	B 35481	PABSOLADO INSTINT IN	7-	PABSOLADO INSTINT IN;B 35481;7-	 Rp 849,000 	  496,665.00 	2	  993,330.00 
FOOTWERE	4055016 749265	B 35481	PABSOLADO INSTINT IN	8	PABSOLADO INSTINT IN;B 35481;8	 Rp 849,000 	  496,665.00 	3	  1,489,995.00 
FOOTWERE	4055016 749319	B 35481	PABSOLADO INSTINT IN	8-	PABSOLADO INSTINT IN;B 35481;8-	 Rp 849,000 	  496,665.00 	1	  496,665.00 
FOOTWERE	4055016 749333	B 35481	PABSOLADO INSTINT IN	9	PABSOLADO INSTINT IN;B 35481;9	 Rp 849,000 	  496,665.00 	3	  1,489,995.00 
FOOTWERE	4055016 749364	B 35481	PABSOLADO INSTINT IN	9-	PABSOLADO INSTINT IN;B 35481;9-	 Rp 849,000 	  496,665.00 	1	  496,665.00 
FOOTWERE	4055016 749234	B 35481	PABSOLADO INSTINT IN	10	PABSOLADO INSTINT IN;B 35481;10	 Rp 849,000 	  496,665.00 	2	  993,330.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4054972 916161	B 35806	RUCER LITE	7	RUCER LITE;B 35806;7	 Rp 1,099,000 	  642,915.00 	1	  642,915.00 
FOOTWERE	4054972 916192	B 35806	RUCER LITE	8	RUCER LITE;B 35806;8	 Rp 1,099,000 	  642,915.00 	3	  1,928,745.00 
FOOTWERE	4054072 920298	B 35806	RUCER LITE	8-	RUCER LITE;B 35806;8-	 Rp 1,099,000 	  642,915.00 	1	  642,915.00 
FOOTWERE	4054072 916130	B 35806	RUCER LITE	9	RUCER LITE;B 35806;9	 Rp 1,099,000 	  642,915.00 	4	  2,571,660.00 
FOOTWERE	4054027 916093	B 35806	RUCER LITE	9-	RUCER LITE;B 35806;9-	 Rp 1,099,000 	  642,915.00 	1	  642,915.00 
FOOTWERE	4054072 916109	B 35806	RUCER LITE	10	RUCER LITE;B 35806;10	 Rp 1,099,000 	  642,915.00 	2	  1,285,830.00 
FOOTWERE	4054072 916208	B 35806	RUCER LITE	11	RUCER LITE;B 35806;11	 Rp 1,099,000 	  642,915.00 	1	  642,915.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055013 897853	B 36049	VOLOOMIX  M	8	VOLOOMIX  M;B 36049;8	 Rp 279,000 	  163,215.00 	0	  -   
FOOTWERE	4055013 701945	B 36049	VOLOOMIX  M	9	VOLOOMIX  M;B 36049;9	 Rp 279,000 	  163,215.00 	2	  326,430.00 
FOOTWERE	4055013 897877	B 36049	VOLOOMIX  M	10	VOLOOMIX  M;B 36049;10	 Rp 279,000 	  163,215.00 	3	  489,645.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055013 702072	B 36050	VOLOOMIX M	10	VOLOOMIX M;B 36050;10	 Rp 279,000 	  163,215.00 	1	  163,215.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055013 238625	B 39895	KUROBE II	7	KUROBE II;B 39895;7	 Rp 699,000 	  408,915.00 	0	  -   
FOOTWERE	4055013 238618	B 39895	KUROBE II	8	KUROBE II;B 39895;8	 Rp 699,000 	  408,915.00 	0	  -   
FOOTWERE	4055013 238632	B 39895	KUROBE II	10	KUROBE II;B 39895;10	 Rp 699,000 	  408,915.00 	2	  817,830.00 
FOOTWERE	4055013 238571	B 39895	KUROBE II	11	KUROBE II;B 39895;11	 Rp 699,000 	  408,915.00 	1	  408,915.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055013 999595	B 40183	CC REVO 3 SLIDE	11	CC REVO 3 SLIDE;B 40183;11	 Rp 449,000 	  262,665.00 	1	  262,665.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055015 872759	B 40530	SPORT HIKER	7-	SPORT HIKER;B 40530;7-	 Rp 999,000 	  584,415.00 	0	  -   
FOOTWERE	4055015 872797	B 40530	SPORT HIKER	8	SPORT HIKER;B 40530;8	 Rp 999,000 	  584,415.00 	2	  1,168,830.00 
FOOTWERE	4055015 876955	B 40530	SPORT HIKER	9	SPORT HIKER;B 40530;9	 Rp 999,000 	  584,415.00 	2	  1,168,830.00 
FOOTWERE	4055015 872773	B 40530	SPORT HIKER	9-	SPORT HIKER;B 40530;9-	 Rp 999,000 	  584,415.00 	0	  -   
FOOTWERE	4055015 872742	B 40530	SPORT HIKER	10	SPORT HIKER;B 40530;10	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055015 876894	B 40530	SPORT HIKER	11	SPORT HIKER;B 40530;11	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055013 995467	B 40707	F 10 IN	6	F 10 IN;B 40707;6	 Rp 849,000 	  496,665.00 	1	  496,665.00 
FOOTWERE	4055013 999625	B 40707	F 10 IN	6-	F 10 IN;B 40707;6-	 Rp 849,000 	  496,665.00 	2	  993,330.00 
FOOTWERE	4055013 995559	B 40707	F 10 IN	7	F 10 IN;B 40707;7	 Rp 849,000 	  496,665.00 	2	  993,330.00 
FOOTWERE	4055013 995511	B 40707	F 10 IN	7-	F 10 IN;B 40707;7-	 Rp 849,000 	  496,665.00 	1	  496,665.00 
FOOTWERE	4055013 995436	B 40707	F 10 IN	9	F 10 IN;B 40707;9	 Rp 849,000 	  496,665.00 	2	  993,330.00 
FOOTWERE	4055013 995566	B 40707	F 10 IN	9-	F 10 IN;B 40707;9-	 Rp 849,000 	  496,665.00 	1	  496,665.00 
FOOTWERE	4055013 995528	B 40707	F 10 IN	10	F 10 IN;B 40707;10	 Rp 849,000 	  496,665.00 	2	  993,330.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055013 431958	B 40708	F 10 IN	6	F 10 IN;B 40708;6	 Rp 849,000 	  496,665.00 	1	  496,665.00 
FOOTWERE	4055013 432016	B 40708	F 10 IN	6-	F 10 IN;B 40708;6-	 Rp 849,000 	  496,665.00 	1	  496,665.00 
FOOTWERE	4055013 432009	B 40708	F 10 IN	7	F 10 IN;B 40708;7	 Rp 849,000 	  496,665.00 	2	  993,330.00 
FOOTWERE	4055013 431880	B 40708	F 10 IN	7-	F 10 IN;B 40708;7-	 Rp 849,000 	  496,665.00 	1	  496,665.00 
FOOTWERE	4055013 431927	B 40708	F 10 IN	8	F 10 IN;B 40708;8	 Rp 849,000 	  496,665.00 	3	  1,489,995.00 
FOOTWERE	4055013 431965	B 40708	F 10 IN	8-	F 10 IN;B 40708;8-	 Rp 849,000 	  496,665.00 	1	  496,665.00 
FOOTWERE	4055013 431934	B 40708	F 10 IN	9	F 10 IN;B 40708;9	 Rp 849,000 	  496,665.00 	2	  993,330.00 
FOOTWERE	4055013 431996	B 40708	F 10 IN	9-	F 10 IN;B 40708;9-	 Rp 849,000 	  496,665.00 	1	  496,665.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055016 213728	B 40712	AX 2 CAMO	6-	AX 2 CAMO;B 40712;6-	 Rp 1,199,000 	  701,415.00 	1	  701,415.00 
FOOTWERE	4055016 213704	B 40712	AX 2 CAMO	9-	AX 2 CAMO;B 40712;9-	 Rp 1,199,000 	  701,415.00 	1	  701,415.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055016 218105	B 40713	AX 2 CAMO	10	AX 2 CAMO;B 40713;10	 Rp 1,199,000 	  701,415.00 	1	  701,415.00 
FOOTWERE	4055016 218198	B 40713	AX 2 CAMO	11	AX 2 CAMO;B 40713;11	 Rp 1,199,000 	  701,415.00 	1	  701,415.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055013 010535	B 40794	DURAMO THONG	9	DURAMO THONG;B 40794;9	 Rp 189,000 	  110,565.00 	1	  110,565.00 
FOOTWERE	4055013 010511	B 40794	DURAMO THONG	10	DURAMO THONG;B 40794;10	 Rp 189,000 	  110,565.00 	2	  221,130.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055016 780015	B 44071	GSG 9TR M	10	GSG 9TR M;B 44071;10	 Rp 849,000 	  496,665.00 	0	  -   
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055013 019293	B 44297	DURAMO SLIDE	4	DURAMO SLIDE;B 44297;4	 Rp 239,000 	  139,815.00 	2	  279,630.00 
FOOTWERE	4055013 019231	B 44297	DURAMO SLIDE	5	DURAMO SLIDE;B 44297;5	 Rp 239,000 	  139,815.00 	1	  139,815.00 
FOOTWERE	4055013 019255	B 44297	DURAMO SLIDE	6	DURAMO SLIDE;B 44297;6	 Rp 239,000 	  139,815.00 	4	  559,260.00 
FOOTWERE	4055013 019286	B 44297	DURAMO SLIDE	7	DURAMO SLIDE;B 44297;7	 Rp 239,000 	  139,815.00 	0	  -   
FOOTWERE	4055013 019279	B 44297	DURAMO SLIDE	8	DURAMO SLIDE;B 44297;8	 Rp 239,000 	  139,815.00 	6	  838,890.00 
FOOTWERE	4055013 019156	B 44297	DURAMO SLIDE	9	DURAMO SLIDE;B 44297;9	 Rp 239,000 	  139,815.00 	6	  838,890.00 
FOOTWERE	4055013 019217	B 44297	DURAMO SLIDE	10	DURAMO SLIDE;B 44297;10	 Rp 239,000 	  139,815.00 	6	  838,890.00 
FOOTWERE	4055013 688243	B 44297	DURAMO SLIDE	11	DURAMO SLIDE;B 44297;11	 Rp 239,000 	  139,815.00 	3	  419,445.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055014 401912	B 44394	11 NOVA IN	8	11 NOVA IN;B 44394;8	 Rp 799,000 	  467,415.00 	0	  -   
FOOTWERE	4055014 401882	B 44394	12 NOVA IN	8-	12 NOVA IN;B 44394;8-	 Rp 799,000 	  467,415.00 	1	  467,415.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055013 741682	B 44549	CC GAZELE BOOST M	11	CC GAZELE BOOST M;B 44549;11	 Rp 1,499,000 	  876,915.00 	1	  876,915.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055013 747783	B 44567	11 NOVA FG	6	11 NOVA FG;B 44567;6	 Rp 799,000 	  467,415.00 	0	  -   
FOOTWERE	4055013 747738	B 44567	11 NOVA FG	6-	11 NOVA FG;B 44567;6-	 Rp 799,000 	  467,415.00 	1	  467,415.00 
FOOTWERE	4055013 747769	B 44567	11 NOVA FG	7	11 NOVA FG;B 44567;7	 Rp 799,000 	  467,415.00 	1	  467,415.00 
FOOTWERE	4055013 747677	B 44567	11 NOVA FG	8	11 NOVA FG;B 44567;8	 Rp 799,000 	  467,415.00 	0	  -   
FOOTWERE	4055013 747752	B 44567	11 NOVA FG	9	11 NOVA FG;B 44567;9	 Rp 799,000 	  467,415.00 	0	  -   
FOOTWERE	4055013 747691	B 44567	11 NOVA FG	10	11 NOVA FG;B 44567;10	 Rp 799,000 	  467,415.00 	0	  -   
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055013 541145	B 44584	ESSENTIAL FUN W	6-	ESSENTIAL FUN W;B 44584;6-	 Rp 599,000 	  350,415.00 	1	  350,415.00 
FOOTWERE	4055013 541152	B 44584	ESSENTIAL FUN W	7	ESSENTIAL FUN W;B 44584;7	 Rp 599,000 	  350,415.00 	1	  350,415.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055012 256088	C 77124	SUPERSTAR	5	SUPERSTAR;C 77124;5	 Rp 1,099,000 	  642,915.00 	1	  642,915.00 
FOOTWERE	4055012 256040	C 77124	SUPERSTAR	6	SUPERSTAR;C 77124;6	 Rp 1,099,000 	  642,915.00 	0	  -   
FOOTWERE	4055012 256002	C 77124	SUPERSTAR	7	SUPERSTAR;C 77124;7	 Rp 1,099,000 	  642,915.00 	0	  -   
FOOTWERE	4055012 260313	C 77124	SUPERSTAR	7-	SUPERSTAR;C 77124;7-	 Rp 1,099,000 	  642,915.00 	0	  -   
FOOTWERE	4055012 260252	C 77124	SUPERSTAR	8	SUPERSTAR;C 77124;8	 Rp 1,099,000 	  642,915.00 	0	  -   
FOOTWERE	4055012 256132	C 77124	SUPERSTAR	9	SUPERSTAR;C 77124;9	 Rp 1,099,000 	  642,915.00 	1	  642,915.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4053515 5485	D 65751	D ROSE SC SLIDE M	6	D ROSE SC SLIDE M;D 65751;6	 Rp 449,000 	  262,665.00 	3	  787,995.00 
FOOTWERE	4053515 548501	D 65751	D ROSE SC SLIDE M	7	D ROSE SC SLIDE M;D 65751;7	 Rp 449,000 	  262,665.00 	0	  -   
FOOTWERE	4053515 548518	D 65751	D ROSE SC SLIDE M	8	D ROSE SC SLIDE M;D 65751;8	 Rp 449,000 	  262,665.00 	0	  -   
FOOTWERE	4053515 548525	D 65751	D ROSE SC SLIDE M	9	D ROSE SC SLIDE M;D 65751;9	 Rp 449,000 	  262,665.00 	8	  2,101,320.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4053515 546590	D 66085	DURAMO THONG	10	DURAMO THONG;D 66085;10	 Rp 189,000 	  110,565.00 	1	  110,565.00 
FOOTWERE	4053515 546606	D 66085	DURAMO THONG	11	DURAMO THONG;D 66085;11	 Rp 189,000 	  110,565.00 	3	  331,695.00 
FOOTWERE	4053515 546606	D 66085	DURAMO THONG	12	DURAMO THONG;D 66085;12	 Rp 189,000 	  110,565.00 	2	  221,130.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4053515 595888	D 66118	RELAFOAM VARIO GR M	6	RELAFOAM VARIO GR M;D 66118;6	 Rp 449,000 	  262,665.00 	0	  -   
FOOTWERE	4053515 595895	D 66118	RELAFOAM VARIO GR M	7	RELAFOAM VARIO GR M;D 66118;7	 Rp 449,000 	  262,665.00 	0	  -   
FOOTWERE	4053515 595901	D 66118	RELAFOAM VARIO GR M	8	RELAFOAM VARIO GR M;D 66118;8	 Rp 449,000 	  262,665.00 	1	  262,665.00 
FOOTWERE	4053515 595918	D 66118	RELAFOAM VARIO GR M	9	RELAFOAM VARIO GR M;D 66118;9	 Rp 449,000 	  262,665.00 	0	  -   
FOOTWERE	4053515 595925	D 66118	RELAFOAM VARIO GR M	10	RELAFOAM VARIO GR M;D 66118;10	 Rp 449,000 	  262,665.00 	2	  525,330.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4053515 601763	D 66119	RELAFOAM VARIO GR W	5	RELAFOAM VARIO GR W;D 66119;5	 Rp 449,000 	  262,665.00 	6	  1,575,990.00 
FOOTWERE	4053515 601770	D 66119	RELAFOAM VARIO GR W	6	RELAFOAM VARIO GR W;D 66119;6	 Rp 449,000 	  262,665.00 	5	  1,313,325.00 
FOOTWERE	4053515 601787	D 66119	RELAFOAM VARIO GR W	7	RELAFOAM VARIO GR W;D 66119;7	 Rp 449,000 	  262,665.00 	8	  2,101,320.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4053515 882902	D 66457	CLIMACOOL CAYOSH	9	CLIMACOOL CAYOSH;D 66457;9	 Rp 749,000 	  438,165.00 	1	  438,165.00 
FOOTWERE	4053515 882926	D 66457	CLIMACOOL CAYOSH	11	CLIMACOOL CAYOSH;D 66457;11	 Rp 749,000 	  438,165.00 	1	  438,165.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4053515 882407	D 66458	CLIMACOOL CAYOSH	9	CLIMACOOL CAYOSH;D 66458;9	 Rp 749,000 	  438,165.00 	2	  876,330.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4053515 684612	D 66997	LITE PACER M	6	LITE PACER M;D 66997;6	 Rp 599,000 	  350,415.00 	1	  350,415.00 
FOOTWERE	4053515 684629	D 66997	LITE PACER M	6-	LITE PACER M;D 66997;6-	 Rp 599,000 	  350,415.00 	0	  -   
FOOTWERE	4053515 684636	D 66997	LITE PACER M	7	LITE PACER M;D 66997;7	 Rp 599,000 	  350,415.00 	0	  -   
FOOTWERE	4053515 684643	D 66997	LITE PACER M	7-	LITE PACER M;D 66997;7-	 Rp 599,000 	  350,415.00 	0	  -   
FOOTWERE	4053515 684674	D 66997	LITE PACER M	9	LITE PACER M;D 66997;9	 Rp 599,000 	  350,415.00 	1	  350,415.00 
FOOTWERE	4053515 684698	D 66997	LITE PACER M	10	LITE PACER M;D 66997;10	 Rp 599,000 	  350,415.00 	0	  -   
FOOTWERE					;;		  -   		  -   
FOOTWERE	4053515 785722	D 67161	HYDROTERA SANDAL	6-	HYDROTERA SANDAL;D 67161;6-	 Rp 949,000 	  555,165.00 	1	  555,165.00 
FOOTWERE	4053515 785739	D 67161	HYDROTERA SANDAL	7	HYDROTERA SANDAL;D 67161;7	 Rp 949,000 	  555,165.00 	5	  2,775,825.00 
FOOTWERE	4053515 785746	D 67161	HYDROTERA SANDAL	7-	HYDROTERA SANDAL;D 67161;7-	 Rp 949,000 	  555,165.00 	5	  2,775,825.00 
